id,titulo,subtitular
110623sur,piden seguridad en tres municipios,24 asesinatos y 37 robos de vehiculos mantienen en zozobra a los pobladores
110623norte,recuerdan a 58 victimas de eta y iota,tres anos han pasado de deslave en la aldea queja
110623oriente,calles llevan 16 anos sin reparacion,vecinos denuncian que concejo se subio a q4 mil por reunion cuando urgen mejoras en el centro
110623centro,economia se reactiva,fabricantes de botas y zapatos se benefician con el cuarto festival y cierran negociaciones
110623occidente,17 nacimientos de agua en riesgo por basurero,desde hace 3 anos colapso vertedero municipal
110723nacional,lunes sangriento,ocho hechos violentos cobran la vida de diez personas dos eran menores de edad
110723guate,ciclistas en riesgo,autoridades de transito piden precausion a usuarios de bicicleta debido a que por clima y alta carga vehicular pueden sufrir incidentes
110723oriente,implicados en muerte de policia iran a audiencia,presuntos pandilleros son los primeros detenidos por asesinato de jefe de la pnc
110723norte,30 viviendas se inundan,rios polochic y cahabon se salen de su cauce
110723sur,chofer y pasajera fallecen,accidente de transito deja dos muertos un herido y un capturado
110723centro,peligro en la carretera,lluvias ocasionan tres derrumbes en la ruta interamericana
110723occidente,48 horas de lluvia,san mateo ixtatan barillas san pedro necta y chiantla son los municipios mas afectados por derrumbes y desborde de rios
110823nacional,inundados y aislados,caminan entre lodo o pagan balas improvisadas
110823oriente,3 pasos afectados por las lluvias,pobladores denuncian que tramos no son reparados para soportar los aguaceros
110823guate,impulso al arte,construccion del centro cultural los fieros avanza en un 35 porciento cuya inversion es de q12 millones
110823sur,basura se acumula en la calle,pobladores refieren que el servicio de extraccion de desechos es irregular
110823norte,escuelas se inundan,las malas condiciones de los centros educativos obligan a evacuar a los alumnos
110823centro,llueve por cuatro dias,mal clima ocasiona desborde de rios inundaciones y deslaves en zona norte de quiche
110823occidente,golpea a su mama con un machete,wilfredo molina alias el rambo tambien agredia a su hermana e intento atacar a policias
110923nacional,albaniles mueren soterrados,hacian zanja para un proyecto de drenaje en su comunidad
110923guate,se inicia construccion del puente belice 2,proyecto contempla la reduccion temporal de carriles en el bulevar victorias
110923oriente,6 comunidades afectadas,ruta olvidada se llena de lodo alcalde pide paciencia a los vecinos
110923sur,colapsa tuberia de 60 anos,calle cerrara dos semanas mientras reparan socavamiento
110923norte,lluvia afecta a 5 mil personas,familias son albergadas en escuela mientras que otras prefieren quedarse en casa para evitar robos
110923centro,retiran escombros,recogen tierra y rocas en diez kilometros de la ruta interamericana por dos dias tras derrumbe
110923occidente,enfrentaran juicio,juez envia a prision a cuatro personas de 11 involucradas en deceso de manifestante en malacatan
111023nacional,bajo fuego por pugna entre pandillas,suman 10 muertos en cinco ataques en los ultimos 30 dias
111023sur,retoman las visitas,a partir del lunes vecinos podran entrar a ver a sus enfermos en el hospital
111023oriente,reparan calle por su cuenta,vecinos se unen para arreglar ruta que comunica a siete aldeas
111023guate,trabajos duraran 90 dias,reconstruccion de muro en escuela el refugio continuan pese a las lluvias
111023norte,exigen reparacion de puente,correntadas de los ultimos dias dejaron mas danado el paso en la aldea el ceibal
111023centro,festival empieza manana,se expondran y venderan por dos dias productos derivados del nispero en san juan del obispo
111023occidente,registran 27 casos de dengue,catorce son pacientes de san marcos suchitepequez y retalhuleu
111123nacional,cada dos dias matan a un menor de edad,este ano van 320 decesos la mayoria asesinados con arma de fuego
111223nacional,trabajaba en banco y traficaba armas,mientras estaba en guatemala colombiano habria hecho compras a eeuu para enviarlas a su pais
111323nacional,percances dejan 1845 muertos,a esta cifra en lo que va del ano en el pais se suman tres fallecidos el fin de semana
111323sur,aplicaran 3 mil dosis,salud da inicio a jornada de inmunizacion contra la influenza
111323guate,obra costara q1785 millones,autoridades aseguran que dos anos durara la construccion del puente belice 2
111323norte,hermanos son arrollados,estefany y osvin osorio volvian de bailar y trailer los embiste
111323oriente,semaforos llevan 15 dias inservibles,conductores muestran confusion al circular por el centro
111323centro,muere en el desierto,familiares y amigos despiden a floridalma chavez quien buscaba el sueno americano
111323occidente,evitan la venta ilegal del pinabete,autoridades recomiendan adquirir el producto con el marchamo correspondiente
111423nacional,ataque armado contra una familia,el padre muere y la esposa queda herida les dejan un mensaje escrito
111423guate,se sienten abandonados,pobladores de san rafael los vados piden a las autoridades proyectos de desarrollo
111423sur,balean a menor de edad,delincuentes le quitan sus pertenencias y lo dejan malherido
111423norte,puente a punto de colapsar,comienza reparacion de paso afectado por las lluvias
111423oriente,fallece camino al trabajo,companeros se dirigian a sus labores cuando se accidentan uno queda y otro muere
111423centro,lo arrollan en la madrugada,ezequiel tucubal marroquin muere al ser embestido por auto cuando se dirigia a vivero
111423occidente,vigilan la terminal,incrementan de 8 a 12 agentes policiales para cuidar de usuarios y prevenir ataques
111523nacional,bombazo despierta a vecindario,buscan criminal que quedo grabado cuando activo el artefacto que dano cinco carros y ocho casas
111523oriente,menor muere arrollado,adolescente con discapacidad se suma a las 15 muertes ocurridas en la ruta durante el ano
111523sur,91 casos de malaria en 3 municipios,autoridades de salud estan en alerta
111523guate,eliminan filtraciones,se espera que en un mes esten terminados los trbajos en la escuela el refugio
111523norte,capturan a tres por tala ilegal,hombres sorprendidos en locales comerciales del municipio
111523centro,patrullan zonas peligrosas,fuerzas combinadas participan en plan de seguridad que finalizara en diciembre
111523occidente,denuncian 2 casos de agresion sexual,dideduc informa que comision da seguimiento e investiga caso sucedido en el ifebo
111623nacional,maestra exigia q5 mil por extorsion,detenida cuando recibia un sobre simulando tener dinero el cual pedia a cambio de no matar a menor
111623oriente,6 ciclistas competiran por jalapa,cinco guatemaltecos y un salvadoreno listos para la 62 vuelta a guatemala
111623sur,balean a agricultor,autoridades investigan causa del atentado
111623guate,mejoran calles,piden a vecinos de las zonas 2 y 4 tener paciencia mientras duran las labores de pavimentacion
111623norte,lluvias afectan a 195 familias,afluencia se sale de su cause y obliga a las personas a salir de sus viviendas
111623centro,van 12 asesinatos,vecinos esternan preocupacion y piden mayor presencia policial en el casco urbano
111623occidente,cierran comercios,reparaciones en proyecto de q1 punto 2 millones no han finalizado y vecinos son los perjudicados
111723nacional,asesinada frente a sus hijas,madre fue baleada entre canaverales por hombres que iban en motocicleta
111723oriente,40 anos en el abandono,en la comuna aseguran que el encargado de la ruta es el civ
111723guate,piden terminar obra,lluvias han atrasado la conclusion del puente tubac lo cual preocupa a los vecinos
111723sur,deja a 3 ninos en la orfandad,tras 12 horas mujer fallece en el hospital luego de sufrir un accidente
111723norte,pierden su casa,lluvias causan desastres en el barrio el puente 2
111723centro,esperan a 400 mil visitantes,festival de las flores comienza manana autoridades cierran vias de acceso al centro e incrementan seguridad
111723occidente,vapulean a policia,manejaba ebrio choca contra casa y dispara al aire para escapar
111823nacional,nino sobrevive al asesinato de su mama,menor de 3 anos sale ileso de la lluvia de balas que dispararon sicarios desde otro vehiculo
111923nacional,secuestran a ninos,mujer envuleve en nailon a peque̱o para sacarlo de su casa mientras otro grupo de hombres plagia a menor de 12 anos
112023nacional,asesinados en fiesta de 15 anos,tres hombres son acribillados y una bebe resulta herida de bala
112023oriente,le aciertan dos balazos,el maestro de obras manuel quintanilla fue alcanzado por asesinos en la calzada ramiro de leon carpio
112023guate,festival empieza el sabado,la alegria de la navidad inundara la plaza de la constitucion hasta el 23 de diciembre
112023sur,intentan robarle su vehiculo,delincuentes disparan contra hombre quien fue llevado grave al hospital
112023norte,2 muertos en hechos armados,empresario y futbolista victimas de delincuentes
112023centro,cumplen tradicion,mas de 400 mil visitantes disfrutaron durante dos dias del festival de las flores
112023occidente,30 denuncias por tala ilegal,la cabecera departamental san carlos sija y zunil son los mas afectados
112123nacional,mata a su esposa a punaladas,hija de 9 anos mira cuando su mama muere acuchillada
112123oriente,atacado con una botella,se opone a asalto en el barrio 5 calles y delincuentes lo hieren
112123sur,puente beneficiara a 7 mil personas,vecinos esperaron 40 anos por este proyecto
112123norte,exigen terminar el puente,trabajos fueron paralizados por falta de fondos
112123guate,por anos via estuvo danada,vecinos de la colonia linda vista contaran en diciembre con un bulevar principal mejorado
112123centro,se preparan por las fiestas,por epoca de fin de ano comuna asigna a comerciantes primeros 30 espacios de 150
112123occidente,reportan 1120 accidentes,en promedio se registran al menos cien percances al mes en la cabecera
112223nacional,lo atacan por la espalda,recolector iba a subir al cmaion cuando hombres lo balean
